Hora;Nombre completo del usuario;Usuario afectado;Nombre evento;Descripción;Dirección IP
12/03/2020 16:54;Profesor1;Alumno5;Usuario calificado;The user with id '286' updated the grade with id '254' for the user with id '268' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:54;Profesor1;Alumno5;Usuario calificado;The user with id '286' updated the grade with id '355' for the user with id '268' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:53;Profesor1;Alumno5;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '268' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:53;Profesor1;Alumna10;Se ha calificado el envío.;The user with id '286' has graded the submission '93' for the user with id '267' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:53;Profesor1;Alumna10;Usuario calificado;The user with id '286' updated the grade with id '269' for the user with id '267' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:53;Profesor1;Alumna10;Usuario calificado;The user with id '286' updated the grade with id '354' for the user with id '267' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:50;Profesor1;Alumna10;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '267' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:50;Profesor1;Alumna8;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '63' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:50;Profesor1;Alumna25;Se ha calificado el envío.;The user with id '286' has graded the submission '89' for the user with id '255' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:50;Profesor1;Alumna25;Usuario calificado;The user with id '286' updated the grade with id '275' for the user with id '255' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:50;Profesor1;Alumna25;Usuario calificado;The user with id '286' updated the grade with id '342' for the user with id '255' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:48;Profesor1;Alumna25;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '255' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:48;Profesor1;Alumno11;Se ha calificado el envío.;The user with id '286' has graded the submission '92' for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:48;Profesor1;Alumno11;Usuario calificado;The user with id '286' updated the grade with id '302' for the user with id '31' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:48;Profesor1;Alumno11;Usuario calificado;The user with id '286' updated the grade with id '336' for the user with id '31' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:48;Profesor1;Alumno11;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:48;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:48;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 16:47;Profesor1;Alumno11;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:47;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:47;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 16:47;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:47;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 16:46;Profesor1;-;Se ha visualizado el estado de la entrega.;The user with id '286' has viewed the submission status page for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:46;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 16:46;Profesor1;-;Curso visto;The user with id '286' viewed the course with id '39'.;80.39.209.6
12/03/2020 16:46;Profesor1;Alumna10;Perfil de usuario visto;The user with id '286' viewed the profile for the user with id '267' in the course with id '39'.;80.39.209.6
12/03/2020 16:12;Alumno21;-;Curso visto;The user with id '134' viewed the course with id '39'.;81.32.157.225
12/03/2020 16:12;Alumno21;-;Módulo de curso visto;The user with id '134' viewed the 'folder' activity with course module id '301'.;81.32.157.225
12/03/2020 16:11;Alumno21;-;Curso visto;The user with id '134' viewed the course with id '39'.;81.32.157.225
12/03/2020 15:41;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;150.214.205.80
12/03/2020 15:40;Alumno4;-;Se ha visualizado el estado de la entrega.;The user with id '262' has viewed the submission status page for the assignment with course module id '232'.;150.214.205.80
12/03/2020 15:40;Alumno4;-;Módulo de curso visto;The user with id '262' viewed the 'assign' activity with course module id '232'.;150.214.205.80
12/03/2020 15:38;Alumno4;Alumno4;Informe de notas de usuario visto;The user with id '262' viewed the user report in the gradebook.;150.214.205.80
12/03/2020 15:37;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;150.214.205.80
12/03/2020 15:37;Alumno23;-;Se ha visualizado el estado de la entrega.;The user with id '257' has viewed the submission status page for the assignment with course module id '232'.;176.83.39.22
12/03/2020 15:37;Alumno23;-;Módulo de curso visto;The user with id '257' viewed the 'assign' activity with course module id '232'.;176.83.39.22
12/03/2020 14:14;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 14:14;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '150'.;195.77.157.196
12/03/2020 14:14;Admin Manuel R.;-;Tema creado;The user with id '2' has created the discussion with id '28' in the forum with course module id '150'.;195.77.157.196
12/03/2020 14:14;Admin Manuel R.;-;Algún contenido ha sido publicado.;The user with id '2' has posted content in the forum post with id '86' in the discussion '28' located in the forum with course module id '150'.;195.77.157.196
12/03/2020 14:13;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '150'.;195.77.157.196
12/03/2020 13:00;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:59;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'folder' activity with course module id '301'.;195.77.157.196
12/03/2020 12:59;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:59;Admin Manuel R.;-;Módulo de curso creado;The user with id '2' created the 'folder' activity with course module id '301'.;195.77.157.196
12/03/2020 12:53;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:39;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:39;Admin Manuel R.;-;Módulo de curso actualizado;The user with id '2' updated the 'label' activity with course module id '299'.;195.77.157.196
12/03/2020 12:32;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:32;Admin Manuel R.;-;Módulo de curso actualizado;The user with id '2' updated the 'label' activity with course module id '299'.;195.77.157.196
12/03/2020 12:28;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:28;Admin Manuel R.;-;Módulo de curso creado;The user with id '2' created the 'label' activity with course module id '299'.;195.77.157.196
12/03/2020 12:15;Admin Manuel R.;-;Módulo de curso actualizado;The user with id '2' updated the 'label' activity with course module id '298'.;195.77.157.196
12/03/2020 12:15;Admin Manuel R.;-;Sección de curso actualizado;The user with id '2' updated section number '7' for the course with id '39';195.77.157.196
12/03/2020 12:15;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:15;Admin Manuel R.;-;Módulo de curso actualizado;The user with id '2' updated the 'label' activity with course module id '298'.;195.77.157.196
12/03/2020 12:13;Admin Manuel R.;-;Módulo de curso creado;The user with id '2' created the 'label' activity with course module id '298'.;195.77.157.196
12/03/2020 12:13;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:13;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 12:12;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 11:49;Admin Manuel R.;-;Evento de calendario creado;The user with id '2' created the event 'Fin del curso Gestión del producto fresco' with id '51'.;195.77.157.196
12/03/2020 11:47;Admin Manuel R.;-;Evento de calendario borrado;"The user with id '2' deleted the event 'Curso teleformación: ""Gestión del producto fresco""' with id '50'.";195.77.157.196
12/03/2020 11:45;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 11:44;Admin Manuel R.;-;Evento de calendario creado;"The user with id '2' created the event 'Curso teleformación: ""Gestión del producto fresco""' with id '50'.";195.77.157.196
12/03/2020 11:25;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 11:23;Admin Manuel R.;-;Se ha visualizado el estado de la entrega.;The user with id '2' has viewed the submission status page for the assignment with course module id '232'.;195.77.157.196
12/03/2020 11:23;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'assign' activity with course module id '232'.;195.77.157.196
12/03/2020 11:23;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 10:50;Alumno5;-;Lista de usuarios vista;The user with id '268' viewed the list of users in the course with id '39'.;195.77.157.196
12/03/2020 10:42;Alumno5;-;Lista de usuarios vista;The user with id '268' viewed the list of users in the course with id '39'.;195.77.157.196
12/03/2020 10:42;Alumno5;-;Lista de usuarios vista;The user with id '268' viewed the list of users in the course with id '39'.;195.77.157.196
12/03/2020 10:42;Alumno5;-;Lista de usuarios vista;The user with id '268' viewed the list of users in the course with id '39'.;195.77.157.196
12/03/2020 10:41;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
12/03/2020 10:41;Alumno5;-;Se ha visualizado el estado de la entrega.;The user with id '268' has viewed the submission status page for the assignment with course module id '269'.;195.77.157.196
